;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;;2;;;
ID;;Use Case;;Section;;Sub-Section;;Item;;;;;Quantifiable impact;;;;;Non quantifiable impact;;Zone 1 (USA);Zone 1 (USA);Zone 2;Zone 2;Zone 3;Zone 3;Zone 4;Zone 4;Zone 5;Zone 5;Zone 6;Zone 6;Zone 7;Zone 7;Zone 8;Zone 8;Zone 9;Zone 9;Zone 10;Zone 10;Filtering Area;;;;
#;Item ID;Use Case Name;Use Case Venue;ID;Name;ID;Name;Item #;Benefits Item;Reference Unit;Comments;Impact min on Baseline Units Consumption (+/- %);Impact max on Baseline Units Consumption (+/- %);Impact min on Baseline $ Cost / Unit (+/- %);Impact max on Baseline $ Cost / Unit (+/- %);Impact min on existing revenues (%);Impact max on existing revenues (%);Impact (rating 1-10);Probability (0-100%);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);UC;Use Case Name;UC Venue;Customer;Benefits Category
921;Traffic – Vehicle of Interest-Public Roads-7.5-Item #6;Traffic – Vehicle of Interest;Public Roads;7.;TVI - Public Roads - Customer;7.5;TVI - Public Roads - Customer - UC Revenues (Existing);Item #6;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;TVI;Traffic – Vehicle of Interest;Public Roads;Customer;UC Revenues (Existing)
922;Traffic – Vehicle of Interest-Public Roads-7.5-Item #7;Traffic – Vehicle of Interest;Public Roads;7.;TVI - Public Roads - Customer;7.5;TVI - Public Roads - Customer - UC Revenues (Existing);Item #7;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;TVI;Traffic – Vehicle of Interest;Public Roads;Customer;UC Revenues (Existing)
923;Traffic – Vehicle of Interest-Public Roads-7.5-Item #8;Traffic – Vehicle of Interest;Public Roads;7.;TVI - Public Roads - Customer;7.5;TVI - Public Roads - Customer - UC Revenues (Existing);Item #8;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;TVI;Traffic – Vehicle of Interest;Public Roads;Customer;UC Revenues (Existing)
924;Traffic – Vehicle of Interest-Public Roads-7.5-Item #9;Traffic – Vehicle of Interest;Public Roads;7.;TVI - Public Roads - Customer;7.5;TVI - Public Roads - Customer - UC Revenues (Existing);Item #9;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;TVI;Traffic – Vehicle of Interest;Public Roads;Customer;UC Revenues (Existing)
925;Traffic – Vehicle of Interest-Public Roads-7.5-Item #10;Traffic – Vehicle of Interest;Public Roads;7.;TVI - Public Roads - Customer;7.5;TVI - Public Roads - Customer - UC Revenues (Existing);Item #10;;;;;;;;;;;;;NA#;;;;;;;;;;;;;;;;;;;TVI;Traffic – Vehicle of Interest;Public Roads;Customer;UC Revenues (Existing)
926;Traffic – Vehicle of Interest-Public Roads-7.6-Item #1;Traffic – Vehicle of Interest;Public Roads;7.;TVI - Public Roads - Customer;7.6;TVI - Public Roads - Customer - Cash Releasing Benefits;Item #1;Reduction of expenses of Local Police operations on hunting fugitives;# of missing persons each month - escape criminals;VOI-Public Roads-I.2.1;0%;0%;-10%;-10%;;;NA#;NA#; $200 000,00 ;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;TVI;Traffic – Vehicle of Interest;Public Roads;Customer;Cash Releasing Benefits
927;Traffic – Vehicle of Interest-Public Roads-7.6-Item #2;Traffic – Vehicle of Interest;Public Roads;7.;TVI - Public Roads - Customer;7.6;TVI - Public Roads - Customer - Cash Releasing Benefits;Item #2;Reduction of expenses of Local Police investigations;# of missing persons each month - kidnapping;VOI-Public Roads-I.2.2;0%;0%;-10%;-10%;;;NA#;NA#; $1 500 ;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;TVI;Traffic – Vehicle of Interest;Public Roads;Customer;Cash Releasing Benefits
928;Traffic – Vehicle of Interest-Public Roads-7.6-Item #3;Traffic – Vehicle of Interest;Public Roads;7.;TVI - Public Roads - Customer;7.6;TVI - Public Roads - Customer - Cash Releasing Benefits;Item #3;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;TVI;Traffic – Vehicle of Interest;Public Roads;Customer;Cash Releasing Benefits
929;Traffic – Vehicle of Interest-Public Roads-7.6-Item #4;Traffic – Vehicle of Interest;Public Roads;7.;TVI - Public Roads - Customer;7.6;TVI - Public Roads - Customer - Cash Releasing Benefits;Item #4;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;TVI;Traffic – Vehicle of Interest;Public Roads;Customer;Cash Releasing Benefits
930;Traffic – Vehicle of Interest-Public Roads-7.6-Item #5;Traffic – Vehicle of Interest;Public Roads;7.;TVI - Public Roads - Customer;7.6;TVI - Public Roads - Customer - Cash Releasing Benefits;Item #5;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;TVI;Traffic – Vehicle of Interest;Public Roads;Customer;Cash Releasing Benefits
931;Traffic – Vehicle of Interest-Public Roads-7.6-Item #6;Traffic – Vehicle of Interest;Public Roads;7.;TVI - Public Roads - Customer;7.6;TVI - Public Roads - Customer - Cash Releasing Benefits;Item #6;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;TVI;Traffic – Vehicle of Interest;Public Roads;Customer;Cash Releasing Benefits
932;Traffic – Vehicle of Interest-Public Roads-7.6-Item #7;Traffic – Vehicle of Interest;Public Roads;7.;TVI - Public Roads - Customer;7.6;TVI - Public Roads - Customer - Cash Releasing Benefits;Item #7;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;TVI;Traffic – Vehicle of Interest;Public Roads;Customer;Cash Releasing Benefits
933;Traffic – Vehicle of Interest-Public Roads-7.6-Item #8;Traffic – Vehicle of Interest;Public Roads;7.;TVI - Public Roads - Customer;7.6;TVI - Public Roads - Customer - Cash Releasing Benefits;Item #8;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;TVI;Traffic – Vehicle of Interest;Public Roads;Customer;Cash Releasing Benefits
934;Traffic – Vehicle of Interest-Public Roads-7.6-Item #9;Traffic – Vehicle of Interest;Public Roads;7.;TVI - Public Roads - Customer;7.6;TVI - Public Roads - Customer - Cash Releasing Benefits;Item #9;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;TVI;Traffic – Vehicle of Interest;Public Roads;Customer;Cash Releasing Benefits
935;Traffic – Vehicle of Interest-Public Roads-7.6-Item #10;Traffic – Vehicle of Interest;Public Roads;7.;TVI - Public Roads - Customer;7.6;TVI - Public Roads - Customer - Cash Releasing Benefits;Item #10;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;TVI;Traffic – Vehicle of Interest;Public Roads;Customer;Cash Releasing Benefits
936;Traffic – Vehicle of Interest-Public Roads-7.7-Item #1;Traffic – Vehicle of Interest;Public Roads;7.;TVI - Public Roads - Customer;7.7;TVI - Public Roads - Customer - Wider Cash Benefits;Item #1;Reduce Cost of insurance premiums;# of insured cars each month;VOI-Public Roads-I.3.1;0%;0%;-25%;-25%;;;NA#;NA#; $122,00 ;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;TVI;Traffic – Vehicle of Interest;Public Roads;Customer;Wider Cash Benefits
937;Traffic – Vehicle of Interest-Public Roads-7.7-Item #2;Traffic – Vehicle of Interest;Public Roads;7.;TVI - Public Roads - Customer;7.7;TVI - Public Roads - Customer - Wider Cash Benefits;Item #2;Reduction of Direct Economic Costs of Property-Damage-Only ;# of  of Motor Vehicle Crashes  Property-Damage-Only ;VOI-Public Roads-I.3.2;-10%;-10%;0%;0%;;;NA#;NA#; $4 850,0 ;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;TVI;Traffic – Vehicle of Interest;Public Roads;Customer;Wider Cash Benefits
938;Traffic – Vehicle of Interest-Public Roads-7.7-Item #3;Traffic – Vehicle of Interest;Public Roads;7.;TVI - Public Roads - Customer;7.7;TVI - Public Roads - Customer - Wider Cash Benefits;Item #3;Reduction of Direct Economic Costs of MAIS0-Level Injuries ;# of MAIS0-Level Injuries ;VOI-Public Roads-I.3.2;-10%;-10%;0%;0%;;;NA#;NA#; $3 372,0 ;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;TVI;Traffic – Vehicle of Interest;Public Roads;Customer;Wider Cash Benefits
939;Traffic – Vehicle of Interest-Public Roads-7.7-Item #4;Traffic – Vehicle of Interest;Public Roads;7.;TVI - Public Roads - Customer;7.7;TVI - Public Roads - Customer - Wider Cash Benefits;Item #4;Reduction of Direct Economic Costs of MAIS1-Level Injuries ;# of MAIS1-Level Injuries ;VOI-Public Roads-I.3.2;-10%;-10%;0%;0%;;;NA#;NA#; $21 123,0 ;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;TVI;Traffic – Vehicle of Interest;Public Roads;Customer;Wider Cash Benefits
940;Traffic – Vehicle of Interest-Public Roads-7.7-Item #5;Traffic – Vehicle of Interest;Public Roads;7.;TVI - Public Roads - Customer;7.7;TVI - Public Roads - Customer - Wider Cash Benefits;Item #5;Reduction of Direct Economic Costs of MAIS2-Level Injuries ;# of MAIS2-Level Injuries ;VOI-Public Roads-I.3.2;-10%;-10%;0%;0%;;;NA#;NA#; $66 109,0 ;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;TVI;Traffic – Vehicle of Interest;Public Roads;Customer;Wider Cash Benefits
941;Traffic – Vehicle of Interest-Public Roads-7.7-Item #6;Traffic – Vehicle of Interest;Public Roads;7.;TVI - Public Roads - Customer;7.7;TVI - Public Roads - Customer - Wider Cash Benefits;Item #6;Reduction of Direct Economic Costs of MAIS3-Level Injuries ;# of MAIS3-Level Injuries ;VOI-Public Roads-I.3.2;-10%;-10%;0%;0%;;;NA#;NA#; $215 765,0 ;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;TVI;Traffic – Vehicle of Interest;Public Roads;Customer;Wider Cash Benefits
942;Traffic – Vehicle of Interest-Public Roads-7.7-Item #7;Traffic – Vehicle of Interest;Public Roads;7.;TVI - Public Roads - Customer;7.7;TVI - Public Roads - Customer - Wider Cash Benefits;Item #7;Reduction of Direct Economic Costs of MAIS4-Level Injuries ;# of MAIS4-Level Injuries ;VOI-Public Roads-I.3.2;-10%;-10%;0%;0%;;;NA#;NA#; $468 005,00 ;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;TVI;Traffic – Vehicle of Interest;Public Roads;Customer;Wider Cash Benefits
943;Traffic – Vehicle of Interest-Public Roads-7.7-Item #8;Traffic – Vehicle of Interest;Public Roads;7.;TVI - Public Roads - Customer;7.7;TVI - Public Roads - Customer - Wider Cash Benefits;Item #8;Reduction of Direct Economic Costs of MAIS5-Level Injuries ;# of MAIS5-Level Injuries ;VOI-Public Roads-I.3.2;-10%;-10%;0%;0%;;;NA#;NA#; $1 187 292 ;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;TVI;Traffic – Vehicle of Interest;Public Roads;Customer;Wider Cash Benefits
944;Traffic – Vehicle of Interest-Public Roads-7.7-Item #9;Traffic – Vehicle of Interest;Public Roads;7.;TVI - Public Roads - Customer;7.7;TVI - Public Roads - Customer - Wider Cash Benefits;Item #9;Reduction of Direct Economic Costs of Fatalities ;# of Fatalities due to Motor Vehicle Crashes;VOI-Public Roads-I.3.2;-10%;-10%;0%;0%;;;NA#;NA#; $1 659 114 ;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;TVI;Traffic – Vehicle of Interest;Public Roads;Customer;Wider Cash Benefits
945;Traffic – Vehicle of Interest-Public Roads-7.7-Item #10;Traffic – Vehicle of Interest;Public Roads;7.;TVI - Public Roads - Customer;7.7;TVI - Public Roads - Customer - Wider Cash Benefits;Item #10;Reduction of Societal Costs of Injuries ;# of Motor Vehicle Crashes;VOI-Public Roads-I.3.2;-10%;-10%;0%;0%;;;NA#;NA#; $1 846 796 ;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;TVI;Traffic – Vehicle of Interest;Public Roads;Customer;Wider Cash Benefits
946;Traffic – Vehicle of Interest-Public Roads-7.8-Item #1;Traffic – Vehicle of Interest;Public Roads;7.;TVI - Public Roads - Customer;7.8;TVI - Public Roads - Customer - Quantifiable, non monetizable benefits;Item #1;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;TVI;Traffic – Vehicle of Interest;Public Roads;Customer;Quantifiable, non monetizable benefits
947;Traffic – Vehicle of Interest-Public Roads-7.8-Item #2;Traffic – Vehicle of Interest;Public Roads;7.;TVI - Public Roads - Customer;7.8;TVI - Public Roads - Customer - Quantifiable, non monetizable benefits;Item #2;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;TVI;Traffic – Vehicle of Interest;Public Roads;Customer;Quantifiable, non monetizable benefits
948;Traffic – Vehicle of Interest-Public Roads-7.8-Item #3;Traffic – Vehicle of Interest;Public Roads;7.;TVI - Public Roads - Customer;7.8;TVI - Public Roads - Customer - Quantifiable, non monetizable benefits;Item #3;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;TVI;Traffic – Vehicle of Interest;Public Roads;Customer;Quantifiable, non monetizable benefits
949;Traffic – Vehicle of Interest-Public Roads-7.8-Item #4;Traffic – Vehicle of Interest;Public Roads;7.;TVI - Public Roads - Customer;7.8;TVI - Public Roads - Customer - Quantifiable, non monetizable benefits;Item #4;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;TVI;Traffic – Vehicle of Interest;Public Roads;Customer;Quantifiable, non monetizable benefits
950;Traffic – Vehicle of Interest-Public Roads-7.8-Item #5;Traffic – Vehicle of Interest;Public Roads;7.;TVI - Public Roads - Customer;7.8;TVI - Public Roads - Customer - Quantifiable, non monetizable benefits;Item #5;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;TVI;Traffic – Vehicle of Interest;Public Roads;Customer;Quantifiable, non monetizable benefits
951;Traffic – Vehicle of Interest-Public Roads-7.8-Item #6;Traffic – Vehicle of Interest;Public Roads;7.;TVI - Public Roads - Customer;7.8;TVI - Public Roads - Customer - Quantifiable, non monetizable benefits;Item #6;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;TVI;Traffic – Vehicle of Interest;Public Roads;Customer;Quantifiable, non monetizable benefits
952;Traffic – Vehicle of Interest-Public Roads-7.8-Item #7;Traffic – Vehicle of Interest;Public Roads;7.;TVI - Public Roads - Customer;7.8;TVI - Public Roads - Customer - Quantifiable, non monetizable benefits;Item #7;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;TVI;Traffic – Vehicle of Interest;Public Roads;Customer;Quantifiable, non monetizable benefits
953;Traffic – Vehicle of Interest-Public Roads-7.8-Item #8;Traffic – Vehicle of Interest;Public Roads;7.;TVI - Public Roads - Customer;7.8;TVI - Public Roads - Customer - Quantifiable, non monetizable benefits;Item #8;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;TVI;Traffic – Vehicle of Interest;Public Roads;Customer;Quantifiable, non monetizable benefits
954;Traffic – Vehicle of Interest-Public Roads-7.8-Item #9;Traffic – Vehicle of Interest;Public Roads;7.;TVI - Public Roads - Customer;7.8;TVI - Public Roads - Customer - Quantifiable, non monetizable benefits;Item #9;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;TVI;Traffic – Vehicle of Interest;Public Roads;Customer;Quantifiable, non monetizable benefits
955;Traffic – Vehicle of Interest-Public Roads-7.8-Item #10;Traffic – Vehicle of Interest;Public Roads;7.;TVI - Public Roads - Customer;7.8;TVI - Public Roads - Customer - Quantifiable, non monetizable benefits;Item #10;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;TVI;Traffic – Vehicle of Interest;Public Roads;Customer;Quantifiable, non monetizable benefits
956;Traffic – Vehicle of Interest-Public Roads-7.9-Item #1;Traffic – Vehicle of Interest;Public Roads;7.;TVI - Public Roads - Customer;7.9;TVI - Public Roads - Customer - Non quantifiable benefits;Item #1;;Likert scale;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;TVI;Traffic – Vehicle of Interest;Public Roads;Customer;Non quantifiable benefits
957;Traffic – Vehicle of Interest-Public Roads-7.9-Item #2;Traffic – Vehicle of Interest;Public Roads;7.;TVI - Public Roads - Customer;7.9;TVI - Public Roads - Customer - Non quantifiable benefits;Item #2;;Likert scale;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;TVI;Traffic – Vehicle of Interest;Public Roads;Customer;Non quantifiable benefits
958;Traffic – Vehicle of Interest-Public Roads-7.9-Item #3;Traffic – Vehicle of Interest;Public Roads;7.;TVI - Public Roads - Customer;7.9;TVI - Public Roads - Customer - Non quantifiable benefits;Item #3;;Likert scale;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;TVI;Traffic – Vehicle of Interest;Public Roads;Customer;Non quantifiable benefits
959;Traffic – Vehicle of Interest-Public Roads-7.9-Item #4;Traffic – Vehicle of Interest;Public Roads;7.;TVI - Public Roads - Customer;7.9;TVI - Public Roads - Customer - Non quantifiable benefits;Item #4;;Likert scale;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;TVI;Traffic – Vehicle of Interest;Public Roads;Customer;Non quantifiable benefits
960;Traffic – Vehicle of Interest-Public Roads-7.9-Item #5;Traffic – Vehicle of Interest;Public Roads;7.;TVI - Public Roads - Customer;7.9;TVI - Public Roads - Customer - Non quantifiable benefits;Item #5;;Likert scale;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;TVI;Traffic – Vehicle of Interest;Public Roads;Customer;Non quantifiable benefits
961;Traffic – Vehicle of Interest-Public Roads-7.9-Item #6;Traffic – Vehicle of Interest;Public Roads;7.;TVI - Public Roads - Customer;7.9;TVI - Public Roads - Customer - Non quantifiable benefits;Item #6;;Likert scale;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;TVI;Traffic – Vehicle of Interest;Public Roads;Customer;Non quantifiable benefits
962;Traffic – Vehicle of Interest-Public Roads-7.9-Item #7;Traffic – Vehicle of Interest;Public Roads;7.;TVI - Public Roads - Customer;7.9;TVI - Public Roads - Customer - Non quantifiable benefits;Item #7;;Likert scale;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;TVI;Traffic – Vehicle of Interest;Public Roads;Customer;Non quantifiable benefits
963;Traffic – Vehicle of Interest-Public Roads-7.9-Item #8;Traffic – Vehicle of Interest;Public Roads;7.;TVI - Public Roads - Customer;7.9;TVI - Public Roads - Customer - Non quantifiable benefits;Item #8;;Likert scale;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;TVI;Traffic – Vehicle of Interest;Public Roads;Customer;Non quantifiable benefits
964;Traffic – Vehicle of Interest-Public Roads-7.9-Item #9;Traffic – Vehicle of Interest;Public Roads;7.;TVI - Public Roads - Customer;7.9;TVI - Public Roads - Customer - Non quantifiable benefits;Item #9;;Likert scale;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;TVI;Traffic – Vehicle of Interest;Public Roads;Customer;Non quantifiable benefits
965;Traffic – Vehicle of Interest-Public Roads-7.9-Item #10;Traffic – Vehicle of Interest;Public Roads;7.;TVI - Public Roads - Customer;7.9;TVI - Public Roads - Customer - Non quantifiable benefits;Item #10;;Likert scale;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;TVI;Traffic – Vehicle of Interest;Public Roads;Customer;Non quantifiable benefits
966;Traffic – Vehicle of Interest-Private Roads-7.4-Item #1;Traffic – Vehicle of Interest;Private Roads;7.;TVI - Private Roads - Customer;7.4;TVI - Private Roads - Customer - UC Revenues (New);Item #1;Revenues from selling real time data to third parties;# of Giga Bites of data sold to third parties per month;VOI-Public Roads-I.1.1;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;$3;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;TVI;Traffic – Vehicle of Interest;Private Roads;Customer;UC Revenues (New)
967;Traffic – Vehicle of Interest-Private Roads-7.4-Item #2;Traffic – Vehicle of Interest;Private Roads;7.;TVI - Private Roads - Customer;7.4;TVI - Private Roads - Customer - UC Revenues (New);Item #2;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;TVI;Traffic – Vehicle of Interest;Private Roads;Customer;UC Revenues (New)
968;Traffic – Vehicle of Interest-Private Roads-7.4-Item #3;Traffic – Vehicle of Interest;Private Roads;7.;TVI - Private Roads - Customer;7.4;TVI - Private Roads - Customer - UC Revenues (New);Item #3;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;TVI;Traffic – Vehicle of Interest;Private Roads;Customer;UC Revenues (New)
969;Traffic – Vehicle of Interest-Private Roads-7.4-Item #4;Traffic – Vehicle of Interest;Private Roads;7.;TVI - Private Roads - Customer;7.4;TVI - Private Roads - Customer - UC Revenues (New);Item #4;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;TVI;Traffic – Vehicle of Interest;Private Roads;Customer;UC Revenues (New)
970;Traffic – Vehicle of Interest-Private Roads-7.4-Item #5;Traffic – Vehicle of Interest;Private Roads;7.;TVI - Private Roads - Customer;7.4;TVI - Private Roads - Customer - UC Revenues (New);Item #5;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;TVI;Traffic – Vehicle of Interest;Private Roads;Customer;UC Revenues (New)
971;Traffic – Vehicle of Interest-Private Roads-7.4-Item #6;Traffic – Vehicle of Interest;Private Roads;7.;TVI - Private Roads - Customer;7.4;TVI - Private Roads - Customer - UC Revenues (New);Item #6;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;TVI;Traffic – Vehicle of Interest;Private Roads;Customer;UC Revenues (New)
972;Traffic – Vehicle of Interest-Private Roads-7.4-Item #7;Traffic – Vehicle of Interest;Private Roads;7.;TVI - Private Roads - Customer;7.4;TVI - Private Roads - Customer - UC Revenues (New);Item #7;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;TVI;Traffic – Vehicle of Interest;Private Roads;Customer;UC Revenues (New)
973;Traffic – Vehicle of Interest-Private Roads-7.4-Item #8;Traffic – Vehicle of Interest;Private Roads;7.;TVI - Private Roads - Customer;7.4;TVI - Private Roads - Customer - UC Revenues (New);Item #8;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;TVI;Traffic – Vehicle of Interest;Private Roads;Customer;UC Revenues (New)
