1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;;;
ID;;Section;;Sub-Section;;Smart Usecase Range Values;;;;;ZONE 1 (USA);ZONE 1 (USA);ZONE 1 (USA);ZONE 2;ZONE 2;ZONE 2;ZONE 3;ZONE 3;ZONE 3;ZONE 4;ZONE 4;ZONE 4;ZONE 5;ZONE 5;ZONE 5;ZONE 6;ZONE 6;ZONE 6;ZONE 7;ZONE 7;ZONE 7;ZONE 8;ZONE 8;ZONE 8;ZONE 9;ZONE 9;ZONE 9;ZONE 10;ZONE 10;ZONE 10;;;
#;Item ID;ID;Name;ID;Name;ASU Range Min;ASU Range Max;Base;EPU;M/O;Deployment Min;Deployment Max;Paas;Deployment Min;Deployment Max;Paas;Deployment Min;Deployment Max;Paas;Deployment Min;Deployment Max;Paas;Deployment Min;Deployment Max;Paas;Deployment Min;Deployment Max;Paas;Deployment Min;Deployment Max;Paas;Deployment Min;Deployment Max;Paas;Deployment Min;Deployment Max;Paas;Deployment Min;Deployment Max;Paas;;Name;Name
223;TVC-4.2.1-Item #19;4.;TVC - NTT;4.1;Traffic – Vehicle Count - NTT Accelerate SMART - Deployment & set-up;1701;1800;9;36;Large;$1 608 740;$1 685 285;NA#;$1 608 740;$1 685 285;NA#;$1 608 740;$1 685 285;NA#;$1 608 740;$1 685 285;NA#;$1 608 740;$1 685 285;NA#;$1 608 740;$1 685 285;NA#;$1 608 740;$1 685 285;NA#;$1 608 740;$1 685 285;NA#;$1 608 740;$1 685 285;NA#;$1 608 740;$1 685 285;NA#;;TVC - NTT;Traffic – Vehicle Count - NTT Accelerate SMART - Deployment & set-up
224;TVC-4.2.1-Item #20;4.;TVC - NTT;4.1;Traffic – Vehicle Count - NTT Accelerate SMART - Deployment & set-up;1801;1900;10;38;Large;$1 693 790;$1 770 335;NA#;$1 693 790;$1 770 335;NA#;$1 693 790;$1 770 335;NA#;$1 693 790;$1 770 335;NA#;$1 693 790;$1 770 335;NA#;$1 693 790;$1 770 335;NA#;$1 693 790;$1 770 335;NA#;$1 693 790;$1 770 335;NA#;$1 693 790;$1 770 335;NA#;$1 693 790;$1 770 335;NA#;;TVC - NTT;Traffic – Vehicle Count - NTT Accelerate SMART - Deployment & set-up
225;TVC-4.2.1-Item #21;4.;TVC - NTT;4.1;Traffic – Vehicle Count - NTT Accelerate SMART - Deployment & set-up;1901;2000;10;40;Large;$1 778 840;$1 855 385;NA#;$1 778 840;$1 855 385;NA#;$1 778 840;$1 855 385;NA#;$1 778 840;$1 855 385;NA#;$1 778 840;$1 855 385;NA#;$1 778 840;$1 855 385;NA#;$1 778 840;$1 855 385;NA#;$1 778 840;$1 855 385;NA#;$1 778 840;$1 855 385;NA#;$1 778 840;$1 855 385;NA#;;TVC - NTT;Traffic – Vehicle Count - NTT Accelerate SMART - Deployment & set-up
226;TVC-4.2.1-Item #1;4.;TVC - NTT;4.1;Traffic – Vehicle Count - NTT Accelerate SMART - PaaS ;1;50;1;2;-;NA#;NA#;$12 198;NA#;NA#;$12 198;NA#;NA#;$12 198;NA#;NA#;$12 198;NA#;NA#;$12 198;NA#;NA#;$12 198;NA#;NA#;$12 198;NA#;NA#;$12 198;NA#;NA#;$12 198;NA#;NA#;$12 198;;TVC - NTT;Traffic – Vehicle Count - NTT Accelerate SMART - PaaS 
227;TVC-4.2.1-Item #2;4.;TVC - NTT;4.1;Traffic – Vehicle Count - NTT Accelerate SMART - PaaS ;51;100;1;2;Small;NA#;NA#;$25 038;NA#;NA#;$25 038;NA#;NA#;$25 038;NA#;NA#;$25 038;NA#;NA#;$25 038;NA#;NA#;$25 038;NA#;NA#;$25 038;NA#;NA#;$25 038;NA#;NA#;$25 038;NA#;NA#;$25 038;;TVC - NTT;Traffic – Vehicle Count - NTT Accelerate SMART - PaaS 
228;TVC-4.2.1-Item #3;4.;TVC - NTT;4.1;Traffic – Vehicle Count - NTT Accelerate SMART - PaaS ;101;200;1;4;Small;NA#;NA#;$29 746;NA#;NA#;$29 746;NA#;NA#;$29 746;NA#;NA#;$29 746;NA#;NA#;$29 746;NA#;NA#;$29 746;NA#;NA#;$29 746;NA#;NA#;$29 746;NA#;NA#;$29 746;NA#;NA#;$29 746;;TVC - NTT;Traffic – Vehicle Count - NTT Accelerate SMART - PaaS 
229;TVC-4.2.1-Item #4;4.;TVC - NTT;4.1;Traffic – Vehicle Count - NTT Accelerate SMART - PaaS ;201;300;2;6;Small;NA#;NA#;$41 944;NA#;NA#;$41 944;NA#;NA#;$41 944;NA#;NA#;$41 944;NA#;NA#;$41 944;NA#;NA#;$41 944;NA#;NA#;$41 944;NA#;NA#;$41 944;NA#;NA#;$41 944;NA#;NA#;$41 944;;TVC - NTT;Traffic – Vehicle Count - NTT Accelerate SMART - PaaS 
230;TVC-4.2.1-Item #5;4.;TVC - NTT;4.1;Traffic – Vehicle Count - NTT Accelerate SMART - PaaS ;301;400;2;8;Small;NA#;NA#;$46 652;NA#;NA#;$46 652;NA#;NA#;$46 652;NA#;NA#;$46 652;NA#;NA#;$46 652;NA#;NA#;$46 652;NA#;NA#;$46 652;NA#;NA#;$46 652;NA#;NA#;$46 652;NA#;NA#;$46 652;;TVC - NTT;Traffic – Vehicle Count - NTT Accelerate SMART - PaaS 
231;TVC-4.2.1-Item #6;4.;TVC - NTT;4.1;Traffic – Vehicle Count - NTT Accelerate SMART - PaaS ;401;500;3;10;Medium;NA#;NA#;$88 810;NA#;NA#;$88 810;NA#;NA#;$88 810;NA#;NA#;$88 810;NA#;NA#;$88 810;NA#;NA#;$88 810;NA#;NA#;$88 810;NA#;NA#;$88 810;NA#;NA#;$88 810;NA#;NA#;$88 810;;TVC - NTT;Traffic – Vehicle Count - NTT Accelerate SMART - PaaS 
232;TVC-4.2.1-Item #7;4.;TVC - NTT;4.1;Traffic – Vehicle Count - NTT Accelerate SMART - PaaS ;501;600;3;12;Medium;NA#;NA#;$93 518;NA#;NA#;$93 518;NA#;NA#;$93 518;NA#;NA#;$93 518;NA#;NA#;$93 518;NA#;NA#;$93 518;NA#;NA#;$93 518;NA#;NA#;$93 518;NA#;NA#;$93 518;NA#;NA#;$93 518;;TVC - NTT;Traffic – Vehicle Count - NTT Accelerate SMART - PaaS 
233;TVC-4.2.1-Item #8;4.;TVC - NTT;4.1;Traffic – Vehicle Count - NTT Accelerate SMART - PaaS ;601;700;4;14;Medium;NA#;NA#;$105 716;NA#;NA#;$105 716;NA#;NA#;$105 716;NA#;NA#;$105 716;NA#;NA#;$105 716;NA#;NA#;$105 716;NA#;NA#;$105 716;NA#;NA#;$105 716;NA#;NA#;$105 716;NA#;NA#;$105 716;;TVC - NTT;Traffic – Vehicle Count - NTT Accelerate SMART - PaaS 
234;TVC-4.2.1-Item #9;4.;TVC - NTT;4.1;Traffic – Vehicle Count - NTT Accelerate SMART - PaaS ;701;800;4;16;Medium;NA#;NA#;$110 424;NA#;NA#;$110 424;NA#;NA#;$110 424;NA#;NA#;$110 424;NA#;NA#;$110 424;NA#;NA#;$110 424;NA#;NA#;$110 424;NA#;NA#;$110 424;NA#;NA#;$110 424;NA#;NA#;$110 424;;TVC - NTT;Traffic – Vehicle Count - NTT Accelerate SMART - PaaS 
235;TVC-4.2.1-Item #10;4.;TVC - NTT;4.1;Traffic – Vehicle Count - NTT Accelerate SMART - PaaS ;801;900;5;18;Medium;NA#;NA#;$122 622;NA#;NA#;$122 622;NA#;NA#;$122 622;NA#;NA#;$122 622;NA#;NA#;$122 622;NA#;NA#;$122 622;NA#;NA#;$122 622;NA#;NA#;$122 622;NA#;NA#;$122 622;NA#;NA#;$122 622;;TVC - NTT;Traffic – Vehicle Count - NTT Accelerate SMART - PaaS 
236;TVC-4.2.1-Item #11;4.;TVC - NTT;4.1;Traffic – Vehicle Count - NTT Accelerate SMART - PaaS ;901;1000;5;20;Medium;NA#;NA#;$127 330;NA#;NA#;$127 330;NA#;NA#;$127 330;NA#;NA#;$127 330;NA#;NA#;$127 330;NA#;NA#;$127 330;NA#;NA#;$127 330;NA#;NA#;$127 330;NA#;NA#;$127 330;NA#;NA#;$127 330;;TVC - NTT;Traffic – Vehicle Count - NTT Accelerate SMART - PaaS 
237;TVC-4.2.1-Item #12;4.;TVC - NTT;4.1;Traffic – Vehicle Count - NTT Accelerate SMART - PaaS ;1001;1100;6;22;Medium;NA#;NA#;$139 528;NA#;NA#;$139 528;NA#;NA#;$139 528;NA#;NA#;$139 528;NA#;NA#;$139 528;NA#;NA#;$139 528;NA#;NA#;$139 528;NA#;NA#;$139 528;NA#;NA#;$139 528;NA#;NA#;$139 528;;TVC - NTT;Traffic – Vehicle Count - NTT Accelerate SMART - PaaS 
238;TVC-4.2.1-Item #13;4.;TVC - NTT;4.1;Traffic – Vehicle Count - NTT Accelerate SMART - PaaS ;1101;1200;6;24;Large;NA#;NA#;$154 936;NA#;NA#;$154 936;NA#;NA#;$154 936;NA#;NA#;$154 936;NA#;NA#;$154 936;NA#;NA#;$154 936;NA#;NA#;$154 936;NA#;NA#;$154 936;NA#;NA#;$154 936;NA#;NA#;$154 936;;TVC - NTT;Traffic – Vehicle Count - NTT Accelerate SMART - PaaS 
239;TVC-4.2.1-Item #14;4.;TVC - NTT;4.1;Traffic – Vehicle Count - NTT Accelerate SMART - PaaS ;1201;1300;7;26;Large;NA#;NA#;$167 134;NA#;NA#;$167 134;NA#;NA#;$167 134;NA#;NA#;$167 134;NA#;NA#;$167 134;NA#;NA#;$167 134;NA#;NA#;$167 134;NA#;NA#;$167 134;NA#;NA#;$167 134;NA#;NA#;$167 134;;TVC - NTT;Traffic – Vehicle Count - NTT Accelerate SMART - PaaS 
240;TVC-4.2.1-Item #15;4.;TVC - NTT;4.1;Traffic – Vehicle Count - NTT Accelerate SMART - PaaS ;1301;1400;7;28;Large;NA#;NA#;$171 842;NA#;NA#;$171 842;NA#;NA#;$171 842;NA#;NA#;$171 842;NA#;NA#;$171 842;NA#;NA#;$171 842;NA#;NA#;$171 842;NA#;NA#;$171 842;NA#;NA#;$171 842;NA#;NA#;$171 842;;TVC - NTT;Traffic – Vehicle Count - NTT Accelerate SMART - PaaS 
241;TVC-4.2.1-Item #16;4.;TVC - NTT;4.1;Traffic – Vehicle Count - NTT Accelerate SMART - PaaS ;1401;1500;8;30;Large;NA#;NA#;$184 040;NA#;NA#;$184 040;NA#;NA#;$184 040;NA#;NA#;$184 040;NA#;NA#;$184 040;NA#;NA#;$184 040;NA#;NA#;$184 040;NA#;NA#;$184 040;NA#;NA#;$184 040;NA#;NA#;$184 040;;TVC - NTT;Traffic – Vehicle Count - NTT Accelerate SMART - PaaS 
242;TVC-4.2.1-Item #17;4.;TVC - NTT;4.1;Traffic – Vehicle Count - NTT Accelerate SMART - PaaS ;1501;1600;8;32;Large;NA#;NA#;$188 748;NA#;NA#;$188 748;NA#;NA#;$188 748;NA#;NA#;$188 748;NA#;NA#;$188 748;NA#;NA#;$188 748;NA#;NA#;$188 748;NA#;NA#;$188 748;NA#;NA#;$188 748;NA#;NA#;$188 748;;TVC - NTT;Traffic – Vehicle Count - NTT Accelerate SMART - PaaS 
243;TVC-4.2.1-Item #18;4.;TVC - NTT;4.1;Traffic – Vehicle Count - NTT Accelerate SMART - PaaS ;1601;1700;9;34;Large;NA#;NA#;$200 946;NA#;NA#;$200 946;NA#;NA#;$200 946;NA#;NA#;$200 946;NA#;NA#;$200 946;NA#;NA#;$200 946;NA#;NA#;$200 946;NA#;NA#;$200 946;NA#;NA#;$200 946;NA#;NA#;$200 946;;TVC - NTT;Traffic – Vehicle Count - NTT Accelerate SMART - PaaS 
244;TVC-4.2.1-Item #19;4.;TVC - NTT;4.1;Traffic – Vehicle Count - NTT Accelerate SMART - PaaS ;1701;1800;9;36;Large;NA#;NA#;$205 654;NA#;NA#;$205 654;NA#;NA#;$205 654;NA#;NA#;$205 654;NA#;NA#;$205 654;NA#;NA#;$205 654;NA#;NA#;$205 654;NA#;NA#;$205 654;NA#;NA#;$205 654;NA#;NA#;$205 654;;TVC - NTT;Traffic – Vehicle Count - NTT Accelerate SMART - PaaS 
245;TVC-4.2.1-Item #20;4.;TVC - NTT;4.1;Traffic – Vehicle Count - NTT Accelerate SMART - PaaS ;1801;1900;10;38;Large;NA#;NA#;$217 852;NA#;NA#;$217 852;NA#;NA#;$217 852;NA#;NA#;$217 852;NA#;NA#;$217 852;NA#;NA#;$217 852;NA#;NA#;$217 852;NA#;NA#;$217 852;NA#;NA#;$217 852;NA#;NA#;$217 852;;TVC - NTT;Traffic – Vehicle Count - NTT Accelerate SMART - PaaS 
246;TVC-4.2.1-Item #21;4.;TVC - NTT;4.1;Traffic – Vehicle Count - NTT Accelerate SMART - PaaS ;1901;2000;10;40;Large;NA#;NA#;$222 560;NA#;NA#;$222 560;NA#;NA#;$222 560;NA#;NA#;$222 560;NA#;NA#;$222 560;NA#;NA#;$222 560;NA#;NA#;$222 560;NA#;NA#;$222 560;NA#;NA#;$222 560;NA#;NA#;$222 560;;TVC - NTT;Traffic – Vehicle Count - NTT Accelerate SMART - PaaS 
247;O-D-4.2.1-Item #1;4.;O-D - NTT;4.1;Traffic – Origination and Destination - NTT Accelerate SMART - Deployment & set-up;1;50;1;2;-;$55 890;$89 910;NA#;$55 890;$89 910;NA#;$55 890;$89 910;NA#;$55 890;$89 910;NA#;$55 890;$89 910;NA#;$55 890;$89 910;NA#;$55 890;$89 910;NA#;$55 890;$89 910;NA#;$55 890;$89 910;NA#;$55 890;$89 910;NA#;;O-D - NTT;Traffic – Origination and Destination - NTT Accelerate SMART - Deployment & set-up
248;O-D-4.2.1-Item #2;4.;O-D - NTT;4.1;Traffic – Origination and Destination - NTT Accelerate SMART - Deployment & set-up;51;100;1;4;Small;$119 815;$153 835;NA#;$119 815;$153 835;NA#;$119 815;$153 835;NA#;$119 815;$153 835;NA#;$119 815;$153 835;NA#;$119 815;$153 835;NA#;$119 815;$153 835;NA#;$119 815;$153 835;NA#;$119 815;$153 835;NA#;$119 815;$153 835;NA#;;O-D - NTT;Traffic – Origination and Destination - NTT Accelerate SMART - Deployment & set-up
249;O-D-4.2.1-Item #3;4.;O-D - NTT;4.1;Traffic – Origination and Destination - NTT Accelerate SMART - Deployment & set-up;101;150;2;6;Small;$162 340;$196 360;NA#;$162 340;$196 360;NA#;$162 340;$196 360;NA#;$162 340;$196 360;NA#;$162 340;$196 360;NA#;$162 340;$196 360;NA#;$162 340;$196 360;NA#;$162 340;$196 360;NA#;$162 340;$196 360;NA#;$162 340;$196 360;NA#;;O-D - NTT;Traffic – Origination and Destination - NTT Accelerate SMART - Deployment & set-up
250;O-D-4.2.1-Item #4;4.;O-D - NTT;4.1;Traffic – Origination and Destination - NTT Accelerate SMART - Deployment & set-up;151;200;2;8;Small;$204 865;$238 885;NA#;$204 865;$238 885;NA#;$204 865;$238 885;NA#;$204 865;$238 885;NA#;$204 865;$238 885;NA#;$204 865;$238 885;NA#;$204 865;$238 885;NA#;$204 865;$238 885;NA#;$204 865;$238 885;NA#;$204 865;$238 885;NA#;;O-D - NTT;Traffic – Origination and Destination - NTT Accelerate SMART - Deployment & set-up
251;O-D-4.2.1-Item #5;4.;O-D - NTT;4.1;Traffic – Origination and Destination - NTT Accelerate SMART - Deployment & set-up;201;250;3;10;Small;$247 390;$281 410;NA#;$247 390;$281 410;NA#;$247 390;$281 410;NA#;$247 390;$281 410;NA#;$247 390;$281 410;NA#;$247 390;$281 410;NA#;$247 390;$281 410;NA#;$247 390;$281 410;NA#;$247 390;$281 410;NA#;$247 390;$281 410;NA#;;O-D - NTT;Traffic – Origination and Destination - NTT Accelerate SMART - Deployment & set-up
252;O-D-4.2.1-Item #6;4.;O-D - NTT;4.1;Traffic – Origination and Destination - NTT Accelerate SMART - Deployment & set-up;251;300;3;12;Small;$289 915;$323 935;NA#;$289 915;$323 935;NA#;$289 915;$323 935;NA#;$289 915;$323 935;NA#;$289 915;$323 935;NA#;$289 915;$323 935;NA#;$289 915;$323 935;NA#;$289 915;$323 935;NA#;$289 915;$323 935;NA#;$289 915;$323 935;NA#;;O-D - NTT;Traffic – Origination and Destination - NTT Accelerate SMART - Deployment & set-up
253;O-D-4.2.1-Item #7;4.;O-D - NTT;4.1;Traffic – Origination and Destination - NTT Accelerate SMART - Deployment & set-up;301;350;4;14;Small;$332 440;$366 460;NA#;$332 440;$366 460;NA#;$332 440;$366 460;NA#;$332 440;$366 460;NA#;$332 440;$366 460;NA#;$332 440;$366 460;NA#;$332 440;$366 460;NA#;$332 440;$366 460;NA#;$332 440;$366 460;NA#;$332 440;$366 460;NA#;;O-D - NTT;Traffic – Origination and Destination - NTT Accelerate SMART - Deployment & set-up
254;O-D-4.2.1-Item #8;4.;O-D - NTT;4.1;Traffic – Origination and Destination - NTT Accelerate SMART - Deployment & set-up;351;400;4;16;Small;$374 965;$408 985;NA#;$374 965;$408 985;NA#;$374 965;$408 985;NA#;$374 965;$408 985;NA#;$374 965;$408 985;NA#;$374 965;$408 985;NA#;$374 965;$408 985;NA#;$374 965;$408 985;NA#;$374 965;$408 985;NA#;$374 965;$408 985;NA#;;O-D - NTT;Traffic – Origination and Destination - NTT Accelerate SMART - Deployment & set-up
255;O-D-4.2.1-Item #9;4.;O-D - NTT;4.1;Traffic – Origination and Destination - NTT Accelerate SMART - Deployment & set-up;401;450;5;18;Medium;$460 290;$494 310;NA#;$460 290;$494 310;NA#;$460 290;$494 310;NA#;$460 290;$494 310;NA#;$460 290;$494 310;NA#;$460 290;$494 310;NA#;$460 290;$494 310;NA#;$460 290;$494 310;NA#;$460 290;$494 310;NA#;$460 290;$494 310;NA#;;O-D - NTT;Traffic – Origination and Destination - NTT Accelerate SMART - Deployment & set-up
256;O-D-4.2.1-Item #10;4.;O-D - NTT;4.1;Traffic – Origination and Destination - NTT Accelerate SMART - Deployment & set-up;451;500;5;20;Medium;$502 815;$536 835;NA#;$502 815;$536 835;NA#;$502 815;$536 835;NA#;$502 815;$536 835;NA#;$502 815;$536 835;NA#;$502 815;$536 835;NA#;$502 815;$536 835;NA#;$502 815;$536 835;NA#;$502 815;$536 835;NA#;$502 815;$536 835;NA#;;O-D - NTT;Traffic – Origination and Destination - NTT Accelerate SMART - Deployment & set-up
257;O-D-4.2.1-Item #11;4.;O-D - NTT;4.1;Traffic – Origination and Destination - NTT Accelerate SMART - Deployment & set-up;501;550;6;22;Medium;$545 340;$579 360;NA#;$545 340;$579 360;NA#;$545 340;$579 360;NA#;$545 340;$579 360;NA#;$545 340;$579 360;NA#;$545 340;$579 360;NA#;$545 340;$579 360;NA#;$545 340;$579 360;NA#;$545 340;$579 360;NA#;$545 340;$579 360;NA#;;O-D - NTT;Traffic – Origination and Destination - NTT Accelerate SMART - Deployment & set-up
258;O-D-4.2.1-Item #12;4.;O-D - NTT;4.1;Traffic – Origination and Destination - NTT Accelerate SMART - Deployment & set-up;551;600;6;24;Medium;$587 865;$621 885;NA#;$587 865;$621 885;NA#;$587 865;$621 885;NA#;$587 865;$621 885;NA#;$587 865;$621 885;NA#;$587 865;$621 885;NA#;$587 865;$621 885;NA#;$587 865;$621 885;NA#;$587 865;$621 885;NA#;$587 865;$621 885;NA#;;O-D - NTT;Traffic – Origination and Destination - NTT Accelerate SMART - Deployment & set-up
259;O-D-4.2.1-Item #13;4.;O-D - NTT;4.1;Traffic – Origination and Destination - NTT Accelerate SMART - Deployment & set-up;601;650;7;26;Medium;$630 390;$664 410;NA#;$630 390;$664 410;NA#;$630 390;$664 410;NA#;$630 390;$664 410;NA#;$630 390;$664 410;NA#;$630 390;$664 410;NA#;$630 390;$664 410;NA#;$630 390;$664 410;NA#;$630 390;$664 410;NA#;$630 390;$664 410;NA#;;O-D - NTT;Traffic – Origination and Destination - NTT Accelerate SMART - Deployment & set-up
260;O-D-4.2.1-Item #14;4.;O-D - NTT;4.1;Traffic – Origination and Destination - NTT Accelerate SMART - Deployment & set-up;651;700;7;28;Medium;$672 915;$706 935;NA#;$672 915;$706 935;NA#;$672 915;$706 935;NA#;$672 915;$706 935;NA#;$672 915;$706 935;NA#;$672 915;$706 935;NA#;$672 915;$706 935;NA#;$672 915;$706 935;NA#;$672 915;$706 935;NA#;$672 915;$706 935;NA#;;O-D - NTT;Traffic – Origination and Destination - NTT Accelerate SMART - Deployment & set-up
261;O-D-4.2.1-Item #15;4.;O-D - NTT;4.1;Traffic – Origination and Destination - NTT Accelerate SMART - Deployment & set-up;701;750;8;30;Medium;$715 440;$749 460;NA#;$715 440;$749 460;NA#;$715 440;$749 460;NA#;$715 440;$749 460;NA#;$715 440;$749 460;NA#;$715 440;$749 460;NA#;$715 440;$749 460;NA#;$715 440;$749 460;NA#;$715 440;$749 460;NA#;$715 440;$749 460;NA#;;O-D - NTT;Traffic – Origination and Destination - NTT Accelerate SMART - Deployment & set-up
262;O-D-4.2.1-Item #16;4.;O-D - NTT;4.1;Traffic – Origination and Destination - NTT Accelerate SMART - Deployment & set-up;751;800;8;32;Medium;$757 965;$791 985;NA#;$757 965;$791 985;NA#;$757 965;$791 985;NA#;$757 965;$791 985;NA#;$757 965;$791 985;NA#;$757 965;$791 985;NA#;$757 965;$791 985;NA#;$757 965;$791 985;NA#;$757 965;$791 985;NA#;$757 965;$791 985;NA#;;O-D - NTT;Traffic – Origination and Destination - NTT Accelerate SMART - Deployment & set-up
263;O-D-4.2.1-Item #17;4.;O-D - NTT;4.1;Traffic – Origination and Destination - NTT Accelerate SMART - Deployment & set-up;801;850;9;34;Medium;$800 490;$834 510;NA#;$800 490;$834 510;NA#;$800 490;$834 510;NA#;$800 490;$834 510;NA#;$800 490;$834 510;NA#;$800 490;$834 510;NA#;$800 490;$834 510;NA#;$800 490;$834 510;NA#;$800 490;$834 510;NA#;$800 490;$834 510;NA#;;O-D - NTT;Traffic – Origination and Destination - NTT Accelerate SMART - Deployment & set-up
264;O-D-4.2.1-Item #18;4.;O-D - NTT;4.1;Traffic – Origination and Destination - NTT Accelerate SMART - Deployment & set-up;851;900;9;36;Medium;$843 015;$877 035;NA#;$843 015;$877 035;NA#;$843 015;$877 035;NA#;$843 015;$877 035;NA#;$843 015;$877 035;NA#;$843 015;$877 035;NA#;$843 015;$877 035;NA#;$843 015;$877 035;NA#;$843 015;$877 035;NA#;$843 015;$877 035;NA#;;O-D - NTT;Traffic – Origination and Destination - NTT Accelerate SMART - Deployment & set-up
265;O-D-4.2.1-Item #19;4.;O-D - NTT;4.1;Traffic – Origination and Destination - NTT Accelerate SMART - Deployment & set-up;901;950;10;38;Medium;$885 540;$919 560;NA#;$885 540;$919 560;NA#;$885 540;$919 560;NA#;$885 540;$919 560;NA#;$885 540;$919 560;NA#;$885 540;$919 560;NA#;$885 540;$919 560;NA#;$885 540;$919 560;NA#;$885 540;$919 560;NA#;$885 540;$919 560;NA#;;O-D - NTT;Traffic – Origination and Destination - NTT Accelerate SMART - Deployment & set-up
266;O-D-4.2.1-Item #20;4.;O-D - NTT;4.1;Traffic – Origination and Destination - NTT Accelerate SMART - Deployment & set-up;951;1000;10;40;Medium;$928 065;$962 085;NA#;$928 065;$962 085;NA#;$928 065;$962 085;NA#;$928 065;$962 085;NA#;$928 065;$962 085;NA#;$928 065;$962 085;NA#;$928 065;$962 085;NA#;$928 065;$962 085;NA#;$928 065;$962 085;NA#;$928 065;$962 085;NA#;;O-D - NTT;Traffic – Origination and Destination - NTT Accelerate SMART - Deployment & set-up
267;O-D-4.2.1-Item #21;4.;O-D - NTT;4.1;Traffic – Origination and Destination - NTT Accelerate SMART - Deployment & set-up;1001;1050;11;42;Medium;$970 590;$1 004 610;NA#;$970 590;$1 004 610;NA#;$970 590;$1 004 610;NA#;$970 590;$1 004 610;NA#;$970 590;$1 004 610;NA#;$970 590;$1 004 610;NA#;$970 590;$1 004 610;NA#;$970 590;$1 004 610;NA#;$970 590;$1 004 610;NA#;$970 590;$1 004 610;NA#;;O-D - NTT;Traffic – Origination and Destination - NTT Accelerate SMART - Deployment & set-up
268;O-D-4.2.1-Item #22;4.;O-D - NTT;4.1;Traffic – Origination and Destination - NTT Accelerate SMART - Deployment & set-up;1051;1100;11;44;Medium;$1 013 115;$1 047 135;NA#;$1 013 115;$1 047 135;NA#;$1 013 115;$1 047 135;NA#;$1 013 115;$1 047 135;NA#;$1 013 115;$1 047 135;NA#;$1 013 115;$1 047 135;NA#;$1 013 115;$1 047 135;NA#;$1 013 115;$1 047 135;NA#;$1 013 115;$1 047 135;NA#;$1 013 115;$1 047 135;NA#;;O-D - NTT;Traffic – Origination and Destination - NTT Accelerate SMART - Deployment & set-up
269;O-D-4.2.1-Item #23;4.;O-D - NTT;4.1;Traffic – Origination and Destination - NTT Accelerate SMART - Deployment & set-up;1101;1150;12;46;Large;$1 098 440;$1 132 460;NA#;$1 098 440;$1 132 460;NA#;$1 098 440;$1 132 460;NA#;$1 098 440;$1 132 460;NA#;$1 098 440;$1 132 460;NA#;$1 098 440;$1 132 460;NA#;$1 098 440;$1 132 460;NA#;$1 098 440;$1 132 460;NA#;$1 098 440;$1 132 460;NA#;$1 098 440;$1 132 460;NA#;;O-D - NTT;Traffic – Origination and Destination - NTT Accelerate SMART - Deployment & set-up
270;O-D-4.2.1-Item #24;4.;O-D - NTT;4.1;Traffic – Origination and Destination - NTT Accelerate SMART - Deployment & set-up;1151;1200;12;48;Large;$1 140 965;$1 174 985;NA#;$1 140 965;$1 174 985;NA#;$1 140 965;$1 174 985;NA#;$1 140 965;$1 174 985;NA#;$1 140 965;$1 174 985;NA#;$1 140 965;$1 174 985;NA#;$1 140 965;$1 174 985;NA#;$1 140 965;$1 174 985;NA#;$1 140 965;$1 174 985;NA#;$1 140 965;$1 174 985;NA#;;O-D - NTT;Traffic – Origination and Destination - NTT Accelerate SMART - Deployment & set-up
271;O-D-4.2.1-Item #25;4.;O-D - NTT;4.1;Traffic – Origination and Destination - NTT Accelerate SMART - Deployment & set-up;1201;1250;13;50;Large;$1 183 490;$1 217 510;NA#;$1 183 490;$1 217 510;NA#;$1 183 490;$1 217 510;NA#;$1 183 490;$1 217 510;NA#;$1 183 490;$1 217 510;NA#;$1 183 490;$1 217 510;NA#;$1 183 490;$1 217 510;NA#;$1 183 490;$1 217 510;NA#;$1 183 490;$1 217 510;NA#;$1 183 490;$1 217 510;NA#;;O-D - NTT;Traffic – Origination and Destination - NTT Accelerate SMART - Deployment & set-up
272;O-D-4.2.1-Item #26;4.;O-D - NTT;4.1;Traffic – Origination and Destination - NTT Accelerate SMART - Deployment & set-up;1251;1300;13;52;Large;$1 226 015;$1 260 035;NA#;$1 226 015;$1 260 035;NA#;$1 226 015;$1 260 035;NA#;$1 226 015;$1 260 035;NA#;$1 226 015;$1 260 035;NA#;$1 226 015;$1 260 035;NA#;$1 226 015;$1 260 035;NA#;$1 226 015;$1 260 035;NA#;$1 226 015;$1 260 035;NA#;$1 226 015;$1 260 035;NA#;;O-D - NTT;Traffic – Origination and Destination - NTT Accelerate SMART - Deployment & set-up
273;O-D-4.2.1-Item #27;4.;O-D - NTT;4.1;Traffic – Origination and Destination - NTT Accelerate SMART - Deployment & set-up;1301;1350;14;54;Large;$1 268 540;$1 302 560;NA#;$1 268 540;$1 302 560;NA#;$1 268 540;$1 302 560;NA#;$1 268 540;$1 302 560;NA#;$1 268 540;$1 302 560;NA#;$1 268 540;$1 302 560;NA#;$1 268 540;$1 302 560;NA#;$1 268 540;$1 302 560;NA#;$1 268 540;$1 302 560;NA#;$1 268 540;$1 302 560;NA#;;O-D - NTT;Traffic – Origination and Destination - NTT Accelerate SMART - Deployment & set-up
